City	Cases	Date
Подольск	101	18.04.2020
Протвино	7	18.04.2020
Пушкино	115	18.04.2020
Раменское	65	18.04.2020
Реутов	64	18.04.2020
Рошаль	7	18.04.2020
Руза	31	18.04.2020
Сергиев Посад	62	18.04.2020
Серебряные Пруды	9	18.04.2020
Серпухов	15	18.04.2020
Солнечногорск	60	18.04.2020
Ступино	13	18.04.2020
Талдом	5	18.04.2020
Фрязино	18	18.04.2020
Химки	177	18.04.2020
Черноголовка	1	18.04.2020
Чехов	16	18.04.2020
Шатура	5	18.04.2020
Шаховская	6	18.04.2020
Щелково	63	18.04.2020
Электрогорск	8	18.04.2020
Электросталь	23	18.04.2020
Балашиха	137	19.04.2020
Богородский	28	19.04.2020
Бронницы	7	19.04.2020
Власиха	7	19.04.2020
Волоколамск	22	19.04.2020
Воскресенск	58	19.04.2020
Дзержинский	50	19.04.2020
Дмитров	89	19.04.2020
Долгопрудный	85	19.04.2020
Домодедово	61	19.04.2020
Дубна	8	19.04.2020
Егорьевск	15	19.04.2020
Жуковский	24	19.04.2020
Зарайск	3	19.04.2020
Звездный городок	1	19.04.2020
Ивантеевка	38	19.04.2020
Истра	60	19.04.2020
Кашира	9	19.04.2020
Клин	56	19.04.2020
Коломна	55	19.04.2020
Королев	142	19.04.2020
Котельники	80	19.04.2020
Красноармейск	21	19.04.2020
Красногорск	228	19.04.2020
Краснознаменск	21	19.04.2020
Ленинский	172	19.04.2020
Лобня	76	19.04.2020
Лосино-Петровский	5	19.04.2020
Лотошино	2	19.04.2020
Луховицы	31	19.04.2020
Лыткарино	8	19.04.2020
Люберцы	285	19.04.2020
Можайск	8	19.04.2020
Мытищи	242	19.04.2020
Наро-Фоминск	41	19.04.2020
Одинцово	288	19.04.2020
Озеры	7	19.04.2020
Орехово-Зуево	52	19.04.2020
Павловский Посад	20	19.04.2020
Подольск	130	19.04.2020
Протвино	12	19.04.2020
Пушкино	132	19.04.2020
Раменское	91	19.04.2020
Реутов	74	19.04.2020
Рошаль	7	19.04.2020
Руза	40	19.04.2020
Сергиев Посад	75	19.04.2020
Серебряные Пруды	9	19.04.2020
Серпухов	15	19.04.2020
Солнечногорск	75	19.04.2020
Ступино	15	19.04.2020
Талдом	6	19.04.2020
Фрязино	21	19.04.2020
Химки	200	19.04.2020
Черноголовка	4	19.04.2020
Чехов	18	19.04.2020
Шатура	7	19.04.2020
Шаховская	6	19.04.2020
Щелково	74	19.04.2020
Электрогорск	10	19.04.2020
Электросталь	32	19.04.2020
Балашиха	154	20.04.2020
Богородский	30	20.04.2020
Бронницы	9	20.04.2020
Власиха	7	20.04.2020
Волоколамск	24	20.04.2020
Воскресенск	67	20.04.2020
Дзержинский	71	20.04.2020
Дмитров	95	20.04.2020
Долгопрудный	88	20.04.2020
Домодедово	74	20.04.2020
Дубна	8	20.04.2020
Егорьевск	16	20.04.2020
Жуковский	30	20.04.2020
Зарайск	3	20.04.2020
Звездный городок	1	20.04.2020
Ивантеевка	44	20.04.2020
Истра	65	20.04.2020
Кашира	13	20.04.2020
Клин	58	20.04.2020
Коломна	69	20.04.2020
Королев	173	20.04.2020
Котельники	89	20.04.2020
Красноармейск	21	20.04.2020
Красногорск	266	20.04.2020
Краснознаменск	21	20.04.2020
Ленинский	197	20.04.2020
Лобня	79	20.04.2020
Лосино-Петровский	6	20.04.2020
Лотошино	2	20.04.2020
Луховицы	32	20.04.2020
Лыткарино	12	20.04.2020
Люберцы	329	20.04.2020
Можайск	8	20.04.2020
Мытищи	259	20.04.2020
Наро-Фоминск	53	20.04.2020
Одинцово	313	20.04.2020
Озеры	9	20.04.2020
Орехово-Зуево	63	20.04.2020
Павловский Посад	20	20.04.2020
Подольск	158	20.04.2020
Протвино	12	20.04.2020
Пушкино	152	20.04.2020
Раменское	118	20.04.2020
Реутов	79	20.04.2020
Рошаль	7	20.04.2020
Руза	42	20.04.2020
Сергиев Посад	80	20.04.2020
Серебряные Пруды	9	20.04.2020
Серпухов	24	20.04.2020
Солнечногорск	86	20.04.2020
Ступино	21	20.04.2020
Талдом	7	20.04.2020
Фрязино	22	20.04.2020
Химки	219	20.04.2020
Черноголовка	4	20.04.2020
Чехов	22	20.04.2020
Шатура	10	20.04.2020
Шаховская	6	20.04.2020
Щелково	88	20.04.2020
Электрогорск	18	20.04.2020
Электросталь	39	20.04.2020
Балашиха	168	21.04.2020
Богородский	33	21.04.2020
Бронницы	9	21.04.2020
Власиха	8	21.04.2020
Волоколамск	25	21.04.2020
Воскресенск	96	21.04.2020
Дзержинский	83	21.04.2020
Дмитров	96	21.04.2020
Долгопрудный	96	21.04.2020
Домодедово	86	21.04.2020
Дубна	8	21.04.2020
Егорьевск	18	21.04.2020
Жуковский	35	21.04.2020
Зарайск	3	21.04.2020
Звездный городок	1	21.04.2020
Ивантеевка	72	21.04.2020
Истра	71	21.04.2020
Кашира	14	21.04.2020
Клин	68	21.04.2020
Коломна	84	21.04.2020
Королев	207	21.04.2020
Котельники	96	21.04.2020
Красноармейск	21	21.04.2020
Красногорск	291	21.04.2020
Краснознаменск	27	21.04.2020
Ленинский	210	21.04.2020
Лобня	92	21.04.2020
Лосино-Петровский	10	21.04.2020
Лотошино	4	21.04.2020
Луховицы	34	21.04.2020
Лыткарино	15	21.04.2020
Люберцы	352	21.04.2020
Можайск	9	21.04.2020
Мытищи	302	21.04.2020
Наро-Фоминск	71	21.04.2020
Одинцово	386	21.04.2020
Озеры	15	21.04.2020
Орехово-Зуево	69	21.04.2020
Павловский Посад	22	21.04.2020
Подольск	182	21.04.2020
Протвино	13	21.04.2020
Пушкино	186	21.04.2020
Раменское	130	21.04.2020
Реутов	87	21.04.2020
Рошаль	7	21.04.2020
Руза	48	21.04.2020
Сергиев Посад	93	21.04.2020
Серебряные Пруды	10	21.04.2020
Серпухов	28	21.04.2020
Солнечногорск	95	21.04.2020
Ступино	25	21.04.2020
Талдом	11	21.04.2020
Фрязино	28	21.04.2020
Химки	240	21.04.2020
Черноголовка	4	21.04.2020
Чехов	27	21.04.2020
Шатура	11	21.04.2020
Шаховская	6	21.04.2020
Щелково	101	21.04.2020
Электрогорск	19	21.04.2020
Электросталь	41	21.04.2020
Балашиха	209	22.04.2020
Богородский	46	22.04.2020
Бронницы	9	22.04.2020
Власиха	9	22.04.2020
Волоколамск	25	22.04.2020
Воскресенск	117	22.04.2020
Дзержинский	85	22.04.2020
Дмитров	111	22.04.2020
Долгопрудный	115	22.04.2020
Домодедово	97	22.04.2020
Дубна	10	22.04.2020
Егорьевск	19	22.04.2020
Жуковский	38	22.04.2020
Зарайск	3	22.04.2020
Звездный городок	1	22.04.2020
Ивантеевка	84	22.04.2020
Истра	90	22.04.2020
Кашира	15	22.04.2020
Клин	68	22.04.2020
Коломна	85	22.04.2020
Королев	261	22.04.2020
Котельники	101	22.04.2020
Красноармейск	21	22.04.2020
Красногорск	301	22.04.2020
Краснознаменск	28	22.04.2020
Ленинский	254	22.04.2020
Лобня	120	22.04.2020
Лосино-Петровский	9	22.04.2020
Лотошино	2	22.04.2020
Луховицы	35	22.04.2020
Лыткарино	16	22.04.2020
Люберцы	381	22.04.2020
Можайск	11	22.04.2020
Мытищи	321	22.04.2020
Наро-Фоминск	75	22.04.2020
Одинцово	395	22.04.2020
Озеры	17	22.04.2020
Орехово-Зуево	80	22.04.2020
Павловский Посад	27	22.04.2020
Подольск	201	22.04.2020
Протвино	14	22.04.2020
Пушкино	193	22.04.2020
Раменское	139	22.04.2020
Реутов	97	22.04.2020
Рошаль	7	22.04.2020
Руза	60	22.04.2020
Сергиев Посад	96	22.04.2020
Серебряные Пруды	10	22.04.2020
Серпухов	31	22.04.2020
Солнечногорск	113	22.04.2020
Ступино	25	22.04.2020
Талдом	13	22.04.2020
Фрязино	35	22.04.2020
Химки	257	22.04.2020
Черноголовка	4	22.04.2020
Чехов	27	22.04.2020
Шатура	14	22.04.2020
Шаховская	6	22.04.2020
Щелково	112	22.04.2020
Электрогорск	25	22.04.2020
Электросталь	42	22.04.2020
Балашиха	220	23.04.2020
Богородский	46	23.04.2020
Бронницы	10	23.04.2020
Власиха	10	23.04.2020
Волоколамск	26	23.04.2020
Воскресенск	125	23.04.2020
Дзержинский	92	23.04.2020
Дмитров	115	23.04.2020
Долгопрудный	119	23.04.2020
Домодедово	108	23.04.2020
Дубна	10	23.04.2020
Егорьевск	24	23.04.2020
Жуковский	48	23.04.2020
Зарайск	3	23.04.2020
Звездный городок	1	23.04.2020
Ивантеевка	95	23.04.2020
Истра	97	23.04.2020
Кашира	15	23.04.2020
Клин	74	23.04.2020
Коломна	106	23.04.2020
Королев	294	23.04.2020
Котельники	104	23.04.2020
Красноармейск	21	23.04.2020
Красногорск	352	23.04.2020
Краснознаменск	32	23.04.2020
Ленинский	269	23.04.2020
Лобня	124	23.04.2020
Лосино-Петровский	11	23.04.2020
Лотошино	2	23.04.2020
Луховицы	36	23.04.2020
Лыткарино	17	23.04.2020
Люберцы	436	23.04.2020
Можайск	14	23.04.2020
Мытищи	341	23.04.2020
Наро-Фоминск	80	23.04.2020
Одинцово	471	23.04.2020
Озеры	18	23.04.2020
Орехово-Зуево	81	23.04.2020
Павловский Посад	30	23.04.2020
Подольск	232	23.04.2020
Протвино	14	23.04.2020
Пушкино	205	23.04.2020
Раменское	163	23.04.2020
Реутов	111	23.04.2020
Рошаль	8	23.04.2020
Руза	63	23.04.2020
Сергиев Посад	110	23.04.2020
Серебряные Пруды	10	23.04.2020
Серпухов	34	23.04.2020
Солнечногорск	116	23.04.2020
Ступино	30	23.04.2020
Талдом	14	23.04.2020
Фрязино	42	23.04.2020
Химки	276	23.04.2020
Черноголовка	4	23.04.2020
Чехов	33	23.04.2020
Шатура	14	23.04.2020
Шаховская	7	23.04.2020
Щелково	121	23.04.2020
Электрогорск	26	23.04.2020
Электросталь	49	23.04.2020
Балашиха	248	24.04.2020
Богородский	46	24.04.2020
Бронницы	10	24.04.2020
Власиха	10	24.04.2020
Волоколамск	28	24.04.2020
Воскресенск	125	24.04.2020
Дзержинский	92	24.04.2020
Дмитров	142	24.04.2020
Долгопрудный	120	24.04.2020
Домодедово	114	24.04.2020
Дубна	11	24.04.2020
Егорьевск	24	24.04.2020
Жуковский	56	24.04.2020
Зарайск	3	24.04.2020
Звездный городок	1	24.04.2020
Ивантеевка	104	24.04.2020
Истра	105	24.04.2020
Кашира	15	24.04.2020
Клин	77	24.04.2020
Коломна	127	24.04.2020
Королев	313	24.04.2020
Котельники	106	24.04.2020
Красноармейск	21	24.04.2020
Красногорск	395	24.04.2020
Краснознаменск	32	24.04.2020
Ленинский	294	24.04.2020
Лобня	124	24.04.2020
Лосино-Петровский	13	24.04.2020
Лотошино	4	24.04.2020
Луховицы	36	24.04.2020
Лыткарино	17	24.04.2020
Люберцы	482	24.04.2020
Можайск	16	24.04.2020
Мытищи	361	24.04.2020
Наро-Фоминск	93	24.04.2020
Одинцово	545	24.04.2020
Озеры	18	24.04.2020
Орехово-Зуево	81	24.04.2020
Павловский Посад	30	24.04.2020
Подольск	258	24.04.2020
Протвино	14	24.04.2020
Пушкино	217	24.04.2020
Раменское	171	24.04.2020
Реутов	128	24.04.2020
Рошаль	8	24.04.2020
Руза	68	24.04.2020
Сергиев Посад	124	24.04.2020
Серебряные Пруды	12	24.04.2020
Серпухов	34	24.04.2020
Солнечногорск	125	24.04.2020
Ступино	36	24.04.2020
Талдом	14	24.04.2020
Фрязино	43	24.04.2020
Химки	314	24.04.2020
Черноголовка	4	24.04.2020
Чехов	38	24.04.2020
Шатура	15	24.04.2020
Шаховская	11	24.04.2020
Щелково	122	24.04.2020
Электрогорск	26	24.04.2020
Электросталь	49	24.04.2020
Балашиха	297	25.04.2020
Богородский	52	25.04.2020
Бронницы	11	25.04.2020
Власиха	14	25.04.2020
Волоколамск	29	25.04.2020
Воскресенск	136	25.04.2020
Дзержинский	99	25.04.2020
Дмитров	147	25.04.2020
Долгопрудный	128	25.04.2020
Домодедово	121	25.04.2020
Дубна	11	25.04.2020
Егорьевск	25	25.04.2020
Жуковский	65	25.04.2020
Зарайск	6	25.04.2020
Звездный городок	1	25.04.2020
Ивантеевка	107	25.04.2020
Истра	113	25.04.2020
Кашира	15	25.04.2020
Клин	77	25.04.2020
Коломна	127	25.04.2020
Королев	329	25.04.2020
Котельники	109	25.04.2020
Красноармейск	22	25.04.2020
Красногорск	431	25.04.2020
Краснознаменск	38	25.04.2020
Ленинский	319	25.04.2020
Лобня	132	25.04.2020
Лосино-Петровский	13	25.04.2020
Лотошино	4	25.04.2020
Луховицы	42	25.04.2020
Лыткарино	18	25.04.2020
Люберцы	523	25.04.2020
Можайск	16	25.04.2020
Мытищи	386	25.04.2020
Наро-Фоминск	103	25.04.2020
Одинцово	597	25.04.2020
Озеры	23	25.04.2020
Орехово-Зуево	87	25.04.2020
Павловский Посад	30	25.04.2020
Подольск	304	25.04.2020
Протвино	16	25.04.2020
Пушкино	232	25.04.2020
Пущино	1	25.04.2020
Раменское	180	25.04.2020
Реутов	134	25.04.2020
Рошаль	8	25.04.2020
Руза	79	25.04.2020
Сергиев Посад	133	25.04.2020
Серебряные Пруды	13	25.04.2020
Серпухов	43	25.04.2020
Солнечногорск	129	25.04.2020
Ступино	36	25.04.2020
Талдом	14	25.04.2020
Фрязино	43	25.04.2020
Химки	329	25.04.2020
Черноголовка	4	25.04.2020
Чехов	46	25.04.2020
Шатура	18	25.04.2020
Шаховская	13	25.04.2020
Щелково	138	25.04.2020
Электрогорск	26	25.04.2020
Электросталь	49	25.04.2020
Балашиха	335	26.04.2020
Богородский	58	26.04.2020
Бронницы	11	26.04.2020
Власиха	16	26.04.2020
Волоколамск	29	26.04.2020
Воскресенск	151	26.04.2020
Дзержинский	105	26.04.2020
Дмитров	148	26.04.2020
Долгопрудный	131	26.04.2020
Домодедово	144	26.04.2020
Дубна	13	26.04.2020
Егорьевск	30	26.04.2020
Жуковский	67	26.04.2020
Зарайск	6	26.04.2020
Звездный городок	1	26.04.2020
Ивантеевка	112	26.04.2020
Истра	116	26.04.2020
Кашира	23	26.04.2020
Клин	79	26.04.2020
Коломна	145	26.04.2020
Королев	337	26.04.2020
Котельники	111	26.04.2020
Красноармейск	22	26.04.2020
Красногорск	461	26.04.2020
Краснознаменск	39	26.04.2020
Ленинский	344	26.04.2020
Лобня	135	26.04.2020
Лосино-Петровский	15	26.04.2020
Лотошино	4	26.04.2020
Луховицы	47	26.04.2020
Лыткарино	21	26.04.2020
Люберцы	557	26.04.2020
Можайск	16	26.04.2020
Мытищи	391	26.04.2020
Наро-Фоминск	109	26.04.2020
Одинцово	626	26.04.2020
Озеры	26	26.04.2020
Орехово-Зуево	118	26.04.2020
Павловский Посад	30	26.04.2020
Подольск	332	26.04.2020
Протвино	19	26.04.2020
Пушкино	232	26.04.2020
Пущино	1	26.04.2020
Раменское	206	26.04.2020
Реутов	143	26.04.2020
Рошаль	9	26.04.2020
Руза	79	26.04.2020
Сергиев Посад	148	26.04.2020
Серебряные Пруды	14	26.04.2020
Серпухов	51	26.04.2020
Солнечногорск	132	26.04.2020
Ступино	38	26.04.2020
Талдом	14	26.04.2020
Фрязино	44	26.04.2020
Химки	336	26.04.2020
Черноголовка	4	26.04.2020
Чехов	48	26.04.2020
Шатура	24	26.04.2020
Шаховская	15	26.04.2020
Щелково	151	26.04.2020
Электрогорск	27	26.04.2020
Электросталь	50	26.04.2020
Балашиха	372	27.04.2020
Богородский	63	27.04.2020
Бронницы	13	27.04.2020
Власиха	17	27.04.2020
Волоколамск	29	27.04.2020
Воскресенск	164	27.04.2020
Дзержинский	105	27.04.2020
Дмитров	160	27.04.2020
Долгопрудный	133	27.04.2020
Домодедово	158	27.04.2020
Дубна	13	27.04.2020
Егорьевск	41	27.04.2020
Жуковский	76	27.04.2020
Зарайск	6	27.04.2020
Звездный городок	1	27.04.2020
Ивантеевка	124	27.04.2020
Истра	130	27.04.2020
Кашира	25	27.04.2020
Клин	83	27.04.2020
Коломна	157	27.04.2020
Королев	378	27.04.2020
Котельники	113	27.04.2020
Красноармейск	22	27.04.2020
Красногорск	476	27.04.2020
Краснознаменск	43	27.04.2020
Ленинский	380	27.04.2020
Лобня	138	27.04.2020
Лосино-Петровский	17	27.04.2020
Лотошино	7	27.04.2020
Луховицы	52	27.04.2020
Лыткарино	23	27.04.2020
Люберцы	574	27.04.2020
Можайск	21	27.04.2020
Мытищи	432	27.04.2020
Наро-Фоминск	114	27.04.2020
Одинцово	656	27.04.2020
Озеры	33	27.04.2020
Орехово-Зуево	121	27.04.2020
Павловский Посад	31	27.04.2020
Подольск	347	27.04.2020
Протвино	21	27.04.2020
Пушкино	234	27.04.2020
Пущино	1	27.04.2020
Раменское	226	27.04.2020
Реутов	150	27.04.2020
Рошаль	10	27.04.2020
Руза	80	27.04.2020
Сергиев Посад	188	27.04.2020
Серебряные Пруды	19	27.04.2020
Серпухов	55	27.04.2020
Солнечногорск	154	27.04.2020
Ступино	50	27.04.2020
Талдом	15	27.04.2020
Фрязино	46	27.04.2020
Химки	346	27.04.2020
Черноголовка	4	27.04.2020
Чехов	50	27.04.2020
Шатура	24	27.04.2020
Шаховская	19	27.04.2020
Щелково	156	27.04.2020
Электрогорск	32	27.04.2020
Электросталь	52	27.04.2020
Балашиха	396	28.04.2020
Богородский	66	28.04.2020
Бронницы	13	28.04.2020
Власиха	20	28.04.2020
Волоколамск	32	28.04.2020
Воскресенск	166	28.04.2020
Дзержинский	128	28.04.2020
Дмитров	168	28.04.2020
Долгопрудный	138	28.04.2020
Домодедово	168	28.04.2020
Дубна	13	28.04.2020
Егорьевск	42	28.04.2020
Жуковский	79	28.04.2020
Зарайск	8	28.04.2020
Звездный городок	1	28.04.2020
Ивантеевка	157	28.04.2020
Истра	133	28.04.2020
Кашира	25	28.04.2020
Клин	83	28.04.2020
Коломна	157	28.04.2020
Королев	414	28.04.2020
Котельники	118	28.04.2020
Красноармейск	24	28.04.2020
Красногорск	485	28.04.2020
Краснознаменск	44	28.04.2020
Ленинский	396	28.04.2020
Лобня	142	28.04.2020
Лосино-Петровский	22	28.04.2020
Лотошино	7	28.04.2020
Луховицы	52	28.04.2020
Лыткарино	26	28.04.2020
Люберцы	604	28.04.2020
Можайск	22	28.04.2020
Мытищи	439	28.04.2020
Наро-Фоминск	114	28.04.2020
Одинцово	701	28.04.2020
Озеры	35	28.04.2020
Орехово-Зуево	141	28.04.2020
Павловский Посад	32	28.04.2020
Подольск	384	28.04.2020
Протвино	22	28.04.2020
Пушкино	260	28.04.2020
Пущино	2	28.04.2020
Раменское	254	28.04.2020
Реутов	150	28.04.2020
Рошаль	12	28.04.2020
Руза	83	28.04.2020
Сергиев Посад	217	28.04.2020
Серебряные Пруды	19	28.04.2020
Серпухов	57	28.04.2020
Солнечногорск	165	28.04.2020
Ступино	64	28.04.2020
Талдом	16	28.04.2020
Фрязино	51	28.04.2020
Химки	371	28.04.2020
Черноголовка	5	28.04.2020
Чехов	55	28.04.2020
Шатура	29	28.04.2020
Шаховская	19	28.04.2020
Щелково	171	28.04.2020
Электрогорск	32	28.04.2020
Электросталь	59	28.04.2020
Балашиха	396	29.04.2020
Богородский	75	29.04.2020
Бронницы	14	29.04.2020
Власиха	20	29.04.2020
Волоколамск	32	29.04.2020
Воскресенск	166	29.04.2020
Дзержинский	139	29.04.2020
Дмитров	168	29.04.2020
Долгопрудный	152	29.04.2020
Домодедово	186	29.04.2020
Дубна	14	29.04.2020
Егорьевск	52	29.04.2020
Жуковский	98	29.04.2020
Зарайск	8	29.04.2020
Звездный городок	1	29.04.2020
Ивантеевка	166	29.04.2020
Истра	133	29.04.2020
Кашира	26	29.04.2020
Клин	83	29.04.2020
Коломна	191	29.04.2020
Королев	430	29.04.2020
Котельники	123	29.04.2020
Красноармейск	24	29.04.2020
Красногорск	507	29.04.2020
Краснознаменск	47	29.04.2020
Ленинский	452	29.04.2020
Лобня	154	29.04.2020
Лосино-Петровский	24	29.04.2020
Лотошино	7	29.04.2020
Луховицы	52	29.04.2020
Лыткарино	40	29.04.2020
Люберцы	651	29.04.2020
Можайск	22	29.04.2020
Мытищи	451	29.04.2020
Наро-Фоминск	115	29.04.2020
Одинцово	717	29.04.2020
Озеры	37	29.04.2020
Орехово-Зуево	145	29.04.2020
Павловский Посад	38	29.04.2020
Подольск	414	29.04.2020
Протвино	23	29.04.2020
Пушкино	260	29.04.2020
Пущино	2	29.04.2020
Раменское	330	29.04.2020
Реутов	158	29.04.2020
Рошаль	12	29.04.2020
Руза	84	29.04.2020
Сергиев Посад	246	29.04.2020
Серебряные Пруды	20	29.04.2020
Серпухов	58	29.04.2020
Солнечногорск	211	29.04.2020
Ступино	72	29.04.2020
Талдом	18	29.04.2020
Фрязино	54	29.04.2020
Химки	378	29.04.2020
Черноголовка	5	29.04.2020
Чехов	56	29.04.2020
Шатура	41	29.04.2020
Шаховская	19	29.04.2020
Щелково	180	29.04.2020
Электрогорск	32	29.04.2020
Электросталь	60	29.04.2020
Балашиха	477	30.04.2020
Богородский	78	30.04.2020
Бронницы	14	30.04.2020
Власиха	27	30.04.2020
Волоколамск	32	30.04.2020
Воскресенск	193	30.04.2020
Дзержинский	148	30.04.2020
Дмитров	192	30.04.2020
Долгопрудный	175	30.04.2020
Домодедово	196	30.04.2020
Дубна	14	30.04.2020
Егорьевск	57	30.04.2020
Жуковский	101	30.04.2020
Зарайск	14	30.04.2020
Звездный городок	1	30.04.2020
Ивантеевка	191	30.04.2020
Истра	147	30.04.2020
Кашира	26	30.04.2020
Клин	96	30.04.2020
Коломна	221	30.04.2020
Королев	459	30.04.2020
Котельники	123	30.04.2020
Красноармейск	24	30.04.2020
Красногорск	554	30.04.2020
Краснознаменск	57	30.04.2020
Ленинский	457	30.04.2020
Лобня	177	30.04.2020
Лосино-Петровский	24	30.04.2020
Лотошино	7	30.04.2020
Луховицы	63	30.04.2020
Лыткарино	41	30.04.2020
Люберцы	672	30.04.2020
Можайск	31	30.04.2020
Мытищи	486	30.04.2020
Наро-Фоминск	118	30.04.2020
Одинцово	743	30.04.2020
Озеры	42	30.04.2020
Орехово-Зуево	163	30.04.2020
Павловский Посад	44	30.04.2020
Подольск	421	30.04.2020
Протвино	26	30.04.2020
Пушкино	285	30.04.2020
Пущино	4	30.04.2020
Раменское	334	30.04.2020
Реутов	169	30.04.2020
Рошаль	12	30.04.2020
Руза	91	30.04.2020
Сергиев Посад	265	30.04.2020
Серебряные Пруды	22	30.04.2020
Серпухов	81	30.04.2020
Солнечногорск	225	30.04.2020
Ступино	76	30.04.2020
Талдом	18	30.04.2020
Фрязино	57	30.04.2020
Химки	410	30.04.2020
Черноголовка	6	30.04.2020
Чехов	67	30.04.2020
Шатура	67	30.04.2020
Шаховская	25	30.04.2020
Щелково	183	30.04.2020
Электрогорск	32	30.04.2020
Электросталь	61	30.04.2020
Балашиха	498	01.05.2020
Богородский	79	01.05.2020
Бронницы	14	01.05.2020
Власиха	29	01.05.2020
Волоколамск	33	01.05.2020
Воскресенск	201	01.05.2020
Дзержинский	160	01.05.2020
Дмитров	195	01.05.2020
Долгопрудный	184	01.05.2020
Домодедово	270	01.05.2020
Дубна	14	01.05.2020
Егорьевск	64	01.05.2020
Жуковский	122	01.05.2020
Зарайск	17	01.05.2020
Звездный городок	1	01.05.2020
Ивантеевка	200	01.05.2020
Истра	150	01.05.2020
Кашира	29	01.05.2020
Клин	112	01.05.2020
Коломна	250	01.05.2020
Королев	492	01.05.2020
Котельники	131	01.05.2020
Красноармейск	24	01.05.2020
Красногорск	610	01.05.2020
Краснознаменск	61	01.05.2020
Ленинский	492	01.05.2020
Лобня	178	01.05.2020
Лосино-Петровский	26	01.05.2020
Лотошино	7	01.05.2020
Луховицы	65	01.05.2020
Лыткарино	42	01.05.2020
Люберцы	709	01.05.2020
Можайск	37	01.05.2020
Мытищи	496	01.05.2020
Наро-Фоминск	133	01.05.2020
Одинцово	764	01.05.2020
Озеры	44	01.05.2020
Орехово-Зуево	167	01.05.2020
Павловский Посад	46	01.05.2020
Подольск	555	01.05.2020
Протвино	26	01.05.2020
Пушкино	297	01.05.2020
Пущино	4	01.05.2020
Раменское	381	01.05.2020
Реутов	176	01.05.2020
Рошаль	13	01.05.2020
Руза	96	01.05.2020
Сергиев Посад	269	01.05.2020
Серебряные Пруды	25	01.05.2020
Серпухов	90	01.05.2020
Солнечногорск	231	01.05.2020
Ступино	80	01.05.2020
Талдом	18	01.05.2020
Фрязино	62	01.05.2020
Химки	423	01.05.2020
Черноголовка	6	01.05.2020
Чехов	72	01.05.2020
Шатура	72	01.05.2020
Шаховская	25	01.05.2020
Щелково	192	01.05.2020
Электрогорск	32	01.05.2020
Электросталь	64	01.05.2020
Балашиха	544	02.05.2020
Богородский	107	02.05.2020
Бронницы	15	02.05.2020
Власиха	30	02.05.2020
Волоколамск	33	02.05.2020
Воскресенск	211	02.05.2020
Дзержинский	191	02.05.2020
Дмитров	203	02.05.2020
Долгопрудный	210	02.05.2020
Домодедово	287	02.05.2020
Дубна	14	02.05.2020
Егорьевск	77	02.05.2020
Жуковский	125	02.05.2020
Зарайск	17	02.05.2020
Звездный городок	1	02.05.2020
Ивантеевка	208	02.05.2020
Истра	169	02.05.2020
Кашира	29	02.05.2020
Клин	124	02.05.2020
Коломна	302	02.05.2020
Королев	560	02.05.2020
Котельники	138	02.05.2020
Красноармейск	24	02.05.2020
Красногорск	635	02.05.2020
Краснознаменск	69	02.05.2020
Ленинский	504	02.05.2020
Лобня	191	02.05.2020
Лосино-Петровский	30	02.05.2020
Лотошино	7	02.05.2020
Луховицы	74	02.05.2020
Лыткарино	42	02.05.2020
Люберцы	726	02.05.2020
Можайск	37	02.05.2020
Мытищи	567	02.05.2020
Наро-Фоминск	138	02.05.2020
Одинцово	814	02.05.2020
Озеры	50	02.05.2020
Орехово-Зуево	183	02.05.2020
Павловский Посад	48	02.05.2020
Подольск	582	02.05.2020
Протвино	29	02.05.2020
Пушкино	302	02.05.2020
Пущино	4	02.05.2020
Раменское	388	02.05.2020
Реутов	191	02.05.2020
Рошаль	13	02.05.2020
Руза	96	02.05.2020
Сергиев Посад	302	02.05.2020
Серебряные Пруды	26	02.05.2020
Серпухов	95	02.05.2020
Солнечногорск	247	02.05.2020
Ступино	90	02.05.2020
Талдом	18	02.05.2020
Фрязино	62	02.05.2020
Химки	450	02.05.2020
Черноголовка	6	02.05.2020
Чехов	81	02.05.2020
Шатура	74	02.05.2020
Шаховская	25	02.05.2020
Щелково	203	02.05.2020
Электрогорск	35	02.05.2020
Электросталь	70	02.05.2020
Балашиха	588	03.05.2020
Богородский	112	03.05.2020
Бронницы	15	03.05.2020
Власиха	30	03.05.2020
Волоколамск	40	03.05.2020
Воскресенск	240	03.05.2020
Дзержинский	195	03.05.2020
Дмитров	209	03.05.2020
Долгопрудный	223	03.05.2020
Домодедово	298	03.05.2020
Дубна	14	03.05.2020
Егорьевск	77	03.05.2020
Жуковский	133	03.05.2020
Зарайск	21	03.05.2020
Звездный городок	1	03.05.2020
Ивантеевка	221	03.05.2020
Истра	189	03.05.2020
Кашира	30	03.05.2020
Клин	137	03.05.2020
Коломна	308	03.05.2020
Королев	615	03.05.2020
Котельники	143	03.05.2020
Красноармейск	24	03.05.2020
Красногорск	704	03.05.2020
Краснознаменск	70	03.05.2020
Ленинский	514	03.05.2020
Лобня	200	03.05.2020
Лосино-Петровский	30	03.05.2020
Лотошино	7	03.05.2020
Луховицы	82	03.05.2020
Лыткарино	47	03.05.2020
Люберцы	765	03.05.2020
Можайск	37	03.05.2020
Мытищи	630	03.05.2020
Наро-Фоминск	149	03.05.2020
Одинцово	852	03.05.2020
Озеры	52	03.05.2020
Орехово-Зуево	199	03.05.2020
Павловский Посад	51	03.05.2020
